7.316899335185010900e-01,5.376208965119684269e-01,9.172454130671771066e-01,4.810051394031764072e-01,2.079767061114725646e+00,1.142562260728053447e+00,1.174252118983079907e+00,2.518134390203043416e-01,9.093016413588637104e-01,5.104987759886254750e-01,5.380221000751053140e-01,2.971740158953880551e-01,2.808454212535013150e-01,6.621005644988999794e-01,8.579431418917222718e-01,3.922494106788998458e-01,8.636807022959657187e-01,2.906600454329588690e-01,7.623913893032904232e-01,1.147526536452198265e+00,1.019936334689315771e+00,7.447812502422723746e-01,1.985298495441720490e-01,7.084904677182646271e-01,7.988486878247696987e-01,8.634313874141205103e-01,2.092880617915113262e-01,4.298167299211785863e-01,3.644058294247685126e-01,1.316129554108724786e-01,3.426240556315116037e-01,3.816508921796942788e-01,1.265506954305515741e+00,2.190901506526211906e-01,4.708887459478127702e-01,7.611907384104512619e-01,1.174651898445432829e+00,1.448268637766191969e+00,6.773671599840696000e-01,1.071171586880149462e+00,1.753763141305007545e-01,4.268087080104149278e-01,7.822274931347662497e-01,4.009506510429243220e-01,1.114306458678022915e+00,5.044099385457716522e-01,4.612848405266023466e-01,4.487638621390634963e-01,4.836240812160621516e-01,5.603951951450645286e-01,1.035456983167006628e+00,1.214135868734408819e+00,9.331015142978442700e-01,6.410197508011566958e-01,6.796335360759336863e-01,7.581504097750861870e-01,4.368543737938636040e-01,8.720222593740838413e-01,4.883516824673290180e-01,4.107109627723437018e-01,1.227367872065448173e+00,4.488033087560585610e-01,1.481183442195221689e+00,3.048201819060663564e-01,5.449556340647019326e-01,1.776823487752722031e+00,4.212225249123002779e-01,7.676276688047591890e-01,2.276769642869963528e-01,3.353138817666658222e-01,5.290242653560950359e-01,7.096397051950980028e-01,1.049816329653949554e+00,5.268432058329568513e-01,1.008297433968337264e+00
1.200534627372869201e+00,6.617216176425455565e-01,2.464720775984463319e-01,6.374587888930075552e-01,7.282538765258951274e-01,5.079213652610312657e-01,3.155904730685211157e-01,3.125653721977384447e-01,3.946586318841162622e-01,4.547929109939308767e-01,9.636539246354720589e-01,2.518716666752807698e-01,8.725040917804740559e-01,5.029513071823190629e-01,9.816200392369267558e-01,1.476499354401525466e+00,5.463276246518691259e-01,6.920891848280835701e-01,9.501851307294481019e-01,5.205239800401726402e-01,2.125559865273298765e-01,2.553911386010548901e-01,7.963345617236122775e-01,2.048597813694695180e+00,2.088002704935824072e-01,6.352634141499927667e-01,2.347706801864318515e-01,5.862429185832344070e-01,4.759238148109981026e-01,4.109797037818732068e-01,6.935001412630122930e-01,5.857755924814164183e-01,2.063179884681468346e-01,4.670255350852193232e-01,4.477800622836101141e-01,4.785432900063640305e-01,1.758073098310875548e-01,3.439093599341508933e-01,1.633702700375606887e-01,6.021973170359166128e-01,1.119613484371837053e+00,2.816945352624833920e-01,5.172870892706782353e-01,7.125018059901953027e-01,3.633970331508352691e-01,1.678532559163457893e+00,1.752695309042742622e+00,3.319385070230049251e-01,3.333301078062430589e-01,3.724582689907305899e-01,1.533798881493949828e+00,3.338068381572630861e-01,1.390698998242499762e+00,4.012804483225610452e-01,9.947235921872820130e-01,2.186070834445402455e-01,5.255139095273688721e-01,8.896648566863120111e-01,1.298533783758475613e+00,5.560160087952593644e-01,2.143347042581048301e-01,1.143051580382978605e+00,1.013793261943036761e+00,4.474917533208652154e-01,3.233807693287686913e-01,4.755791311637331265e-01,2.409435422750520750e-01,6.941325379461541489e-01,3.756032536165669899e-01,5.148834012176096708e-01,4.151027569962598140e-01,1.256882866164496626e+00,4.727667292637695029e-01,4.335875051099476463e-01,2.299494243805561555e-01
4.067198296716031947e-01,3.011427478483604814e-01,2.174375826571816328e-01,6.735767257181950463e-01,3.096811459241967102e-01,5.503773993564559097e-01,2.176207350733266599e-01,9.590155996684796014e-01,5.410224556059881618e-01,5.912077968100072356e-01,4.055891939736598895e-01,7.491638431126752540e-01,2.977897701684428244e-01,4.701111819756745858e-01,9.419123615802325045e-01,2.952789418356941975e-01,2.830882453611812122e-01,2.697024762905152473e-01,7.247604510202925177e-01,5.595977754629621881e-01,4.382727294832356457e-01,3.950030628221189444e-01,2.338582661447846378e-01,3.561087210745459974e-01,1.945934577415419753e+00,9.380843947376120706e-01,3.285367438056191469e-01,9.866144755744474804e-01,1.246181078862958369e+00,7.581128047264349412e-01,2.754676101254660558e-01,2.753575983200111099e-01,1.183939988319145042e+00,8.566792504229349126e-01,3.700326820232627822e-01,1.806316294262293454e-01,1.800705602099214875e-01,5.813581530572294875e-01,1.099796378201495006e+00,3.225761171011686246e-01,5.374813534037744533e-01,4.870228285051306227e-01,8.238024491196728194e-01,3.428163475300062268e-01,8.426961586903892742e-01,4.912410794434208250e-01,4.786378252201765604e-01,5.691906691551121833e-01,8.428884733732864287e-01,6.479651463995101945e-01,7.011574576610436482e-01,4.213294902038582923e-01,1.853808836636676727e-01,2.264704997687310706e-01,4.417791870947930244e-01,2.612643510253593315e-01,6.556274904405533510e-01,6.275038562602806014e-01,1.839100153120537817e-01,7.577961601286471449e-01,1.212614218609251227e+00,4.618350378310878690e-01,5.210974889075422611e-01,5.708749284483172204e-01,8.232326331665272834e-01,1.967016917758769856e-01,2.776435388850141406e-01,3.521574565719299832e-01,1.977926560775687126e-01,6.447723577557842312e-01,3.597948576226185358e-01,5.378752843956954299e-01,2.315387664558276604e-01,3.913847650006498924e-01,7.693851841987401352e-01
6.360769288767197382e-01,5.097393127373677224e-01,1.923878596423627407e-01,2.107498322358664911e-01,2.085171665549554465e+00,8.623910151871404528e-01,4.275009961831462424e-01,8.264305832098965965e-01,4.146547497976610930e-01,7.294491621857459585e-01,3.075245199645058047e-01,1.818520933310481258e-01,6.060125361757715545e-01,2.229743990689365407e-01,1.964235362051213740e-01,2.664663628421621300e-01,2.681588797602271756e-01,4.580104871184548787e-01,5.486485328910934989e-01,1.508984175948584194e-01,6.133470178445191712e-01,4.735820083671253844e-01,7.414552967186477384e-01,9.538633149935046296e-01,5.726652166444834435e-01,3.105134504616396396e-01,3.187850792836108837e-01,2.253011294315133972e-01,3.792129792189698478e-01,6.773604921459462913e-01,7.828911232210685744e-01,5.468532125661322851e-01,3.479366369282672067e-01,4.254166126182020724e-01,4.292991960170554067e-01,6.944392905555162310e-01,3.011871697254196456e-01,5.985165597770488732e-01,9.738870030183864601e-02,5.801294082053340961e-01,2.665466792239036820e-01,4.439388171511617354e-01,3.141612698208555710e-01,1.739025139156878397e-01,1.278527056403151008e+00,5.148875874460271396e-01,7.608487588068542085e-01,8.690020308052148756e-01,1.952528121514509329e-01,2.918009696238652029e-01,2.737668487594713818e-01,4.674908151310446236e-01,4.305599510370540228e-01,4.947733104895030154e-01,5.451755914484904819e-01,2.800600222585140631e-01,2.415974112258343354e-01,3.346346644800650139e-01,2.390885581076532818e-01,1.624299609831829638e-01,3.552680537721666920e-01,7.778262813853883406e-01,1.456162640299453470e-01,6.115592249224004462e-01,5.438781686280164118e-01,7.259600907417995685e-01,3.515379842235238361e-01,7.591736860315103641e-01,2.969111375771643080e-01,6.251921952573199492e-01,2.207851880148950230e-01,3.218503143109631703e-01,4.959042005745494808e-01,5.682109648422476456e-01,3.748506542577022538e-01
5.728894980410842441e-01,2.671868247912379535e-01,6.818556147186225491e-01,3.103594271324527365e-01,2.030017971437887425e-01,3.035948888672631019e-01,2.845912707480914849e-01,4.989731616584181517e-01,5.384933188671241489e-01,3.136624746791754625e-01,3.538103599353570883e-01,2.709383077500590598e-01,1.054966184513286276e+00,2.670465141190241920e-01,2.289247429228859210e-01,3.236584928928564198e-01,2.044708249103802389e-01,2.235484551148053944e-01,2.365344791398855673e-01,6.718428193383475522e-01,3.073431392019962960e-01,4.863570851009342833e-01,3.513841722901790976e-01,2.181319093890904670e-01,5.831219632361384075e-01,2.863643613301739554e-01,5.406229138627900443e-01,1.572797146747019481e-01,2.675932645359822004e-01,1.620942924501149740e-01,5.981565414284535365e-01,8.359350289014303437e-01,6.650649176348666369e-01,1.821509835178138914e-01,8.149783902073459707e-01,2.426707705002597026e-01,7.905923897543075674e-01,3.449950369394300664e-01,4.331300045847003011e-01,6.415901587780227233e-01,1.046249220835411137e-01,2.243258616199125255e-01,3.768350227261659802e-01,2.286892261897839895e-01,1.990509779467083684e-01,3.129357839318986367e-01,5.831448221877787441e-01,3.625468717692201248e-01,1.740858083970462378e-01,2.446513305738857447e-01,1.444584964134251859e+00,6.275281729645815210e-01,5.002368505827797796e-01,5.767763891055875947e-01,4.941193432728110402e-01,4.508703475918417469e-01,2.477048537490049440e-01,3.444092320107721705e-01,4.794948488346180704e-01,2.120774662597390003e-01,1.059460457535392197e-01,2.974129643310944315e-01,4.692165501488169133e-01,2.152753242272645307e-01,4.153513881411756148e-01,2.468270379503016421e-01,7.793851409638167249e-01,2.990799690541902089e-01,2.239403895269933831e-01,5.405323084810838008e-01,2.252795758330486120e-01,8.279553559813086494e-01,3.523123856922075192e-01,2.349439952866208825e-01,5.016444275898116478e-01
1.773578031352226192e-01,2.882970952692457955e-01,3.110149544054084392e-01,5.774080803772992931e-01,1.747988967066713140e-01,1.418245895192350448e+00,3.614329732389487959e-01,3.457722238996533415e-01,1.265068946500900460e-01,5.946446428275649065e-01,2.939718677461691798e-01,1.722877481847060743e-01,3.066778056306947442e-01,5.129926048668057570e-01,2.262704021992231196e-01,5.061932985107508998e-01,2.749727433783805131e-01,2.180673185260076641e-01,3.541766728774375927e-01,2.727605572704395742e-01,4.217667319233527334e-01,3.983466739561596914e-01,3.021958075915512354e-01,1.146965903649123542e+00,3.051737316459736116e-01,5.962321635208667203e-01,4.491419268336893644e-01,4.511136680389859488e-01,2.786362162817113131e-01,1.142933665562781531e+00,2.715652755076090052e-01,2.273965112449299886e-01,4.203237432754594050e-01,4.165344477281408553e-01,7.334436360252933884e-01,2.134851522122517276e-01,2.989400397277186539e-01,3.841214723360591443e-01,1.777884987400289163e-01,2.726195018645596879e-01,4.010840416916024442e-01,2.340580312936289542e-01,1.301301924066365634e-01,6.908712813001127717e-01,3.723027861452298248e-01,1.196547894714243387e+00,2.271294833325403217e-01,2.458756795451449428e-01,3.065610524261206948e-01,2.702949439061158032e-01,2.803101542422578585e-01,2.560176159587486122e-01,2.187706407009581133e-01,2.303859691676400923e-01,1.605760633006655391e-01,9.680024803858681970e-02,2.170555704601856151e-01,1.835372071416500328e-01,1.005783132603277757e-01,3.616782667374687232e-01,2.040222197832776974e-01,3.769339823455954419e-01,1.772664432563520742e-01,2.148662573582589275e-01,3.368607874653656298e-01,2.586588977872965600e-01,3.992597337088902298e-01,3.156832334891440661e-01,4.561263644190156064e-01,3.518922876335796035e-01,1.499765798546702222e-01,3.253610447654866067e-01,2.584586195630701466e-01,2.737497300471145034e-01,8.149790282713865741e-01
5.166415518043900867e-01,2.933783257628131413e-01,1.410799589249459585e-01,5.263858544138021456e-01,2.168780343090994656e-01,1.836498305123197006e-01,4.466335549038483732e-01,3.693408141590713289e-01,3.056264741868636725e-01,4.214729190922957280e-01,4.948060960176424716e-01,9.455361769096090607e-02,3.184571026114527137e-01,3.276925553597824226e-01,1.878365820118958751e-01,3.387800039551789322e-01,1.311850488440795270e-01,2.181318713111674579e-01,1.670928604341731794e-01,1.596379940891989868e-01,1.480076242470628467e-01,5.787433453545055562e-01,3.083305023742410333e-01,6.558256503236123969e-01,3.590131963581069674e-01,4.019478087744164929e-01,3.902797010794515353e-01,6.949347341980870452e-01,3.291871410924112618e-01,2.821510642732595331e-01,4.911303255174740978e-01,2.101641696384070890e-01,1.500636272935451376e-01,2.570377991221740044e-01,4.292762320763960915e-01,3.987959861315177323e-01,1.041518652289309954e-01,3.298728903090730191e-01,2.297235444762597278e-01,4.893089036726996355e-01,6.275485493406083304e-01,4.104567118282797522e-01,2.107729662262193826e-01,1.862265341106800476e-01,6.272348833560301706e-01,1.472256331854166211e-01,3.186746451438640659e-01,1.362538922247271966e-01,1.816016763511392185e-01,1.643629676527623984e-01,2.117535288402765670e-01,2.713648496777539276e-01,2.096684119271882141e-01,5.719552692233649260e-01,2.897342270938869091e-01,1.973440814108211316e-01,2.015621010178480221e-01,1.431234987806394021e-01,8.845500425548454837e-01,2.402028140639057563e-01,1.842349294242170421e-01,7.748879909187389448e-01,5.167828985214631965e-01,3.985164906897115111e-01,2.154718057592794056e-01,9.168976990465215193e-01,1.807235584853836285e-01,4.207698003270615161e-01,3.375983369034543657e-01,3.189794125683839687e-01,3.095547041849566750e-01,3.851753589088373064e-01,1.914225567779396786e-01,7.145771346893393661e-01,2.999463131760324863e-01
2.459592317520268578e-01,2.479893736734476994e-01,9.737176593759661047e-02,3.442374446150090472e-01,1.763708203389129370e-01,5.167559995591267663e-01,1.631430956148286759e-01,8.134112572173101130e-01,7.947772984013282138e-02,2.248493468795171868e-01,9.621092845586402820e-02,2.815267918401872516e-01,2.567047812877097934e-01,2.783243664900458825e-01,1.865194180647051780e-01,1.078413142994487373e-01,5.503931512465695119e-01,2.367487607520860904e-01,1.400546595781950732e-01,2.067265595573046788e-01,4.498168614540946075e-01,4.403557333190935008e-01,3.439368305886479349e-01,2.245879985736311812e-01,1.748477837529208712e-01,1.451560806818938676e-01,2.196967124556641338e-01,2.671838052392648821e-01,1.439329453718546370e-01,3.447702242661007666e-01,2.144570628179737481e-01,2.255184172166841139e-01,2.966143081052181052e-01,3.374190095392172739e-01,4.500023223312027976e-01,3.626179649915315384e-01,8.595507381513491085e-02,2.679394708966005845e-01,4.702065495273773932e-01,9.713127841828833597e-02,2.463197946251020065e-01,3.349919664411384890e-01,1.037871061686532981e+00,1.344598552396987778e-01,2.110621637000628104e-01,3.595834734318005821e-01,4.816377385547092049e-01,2.739184866732248258e-01,1.314640568353052652e-01,2.490869740101993024e-01,4.287547193481572871e-01,2.155366537945237748e-01,1.581745853387102607e-01,8.359642438811765164e-02,1.481136510119455685e-01,2.314356944566009766e-01,9.141068867526712383e-02,1.114937953261710829e-01,1.830882226276046854e-01,1.852287062296001374e-01,3.542499756573794234e-01,2.021114563460035540e-01,4.769859795725106544e-01,2.101172865388018507e-01,2.121149216439717766e-01,1.111347251393744739e-01,6.192138148174898271e-01,1.923639088541522768e-01,1.611987564656112704e-01,1.438363202194455903e-01,1.508514391016109735e-01,3.674336601480993059e-01,1.897596461253042988e-01,9.088775612533102344e-02,2.904627097112899015e-01
1.851445780530035223e-01,1.054239402419331062e-01,1.097975443645495403e-01,2.204578256519653945e-01,5.631813788379705366e-02,2.511789136245974330e-01,1.349909127984778578e-01,1.489418699708698612e-01,1.356925940242496853e-01,2.324444132785626616e-01,1.563008649369675429e-01,2.272249884119167118e-01,3.406797861670153860e-01,1.603193666327419331e-01,2.955400088688421856e-01,1.612506887860144233e-01,3.600576898445468355e-01,1.806329564643492369e-01,2.356974329636331855e-01,1.495388197269319208e-01,3.265220343753665322e-01,3.323933207586524108e-01,1.668697584565908831e-01,6.491952889386003456e-01,4.726305570747393880e-01,2.324357602114205112e-01,1.370031480463783091e-01,2.360373586644943789e-01,7.193038791255804143e-02,1.442688334860961763e-01,1.203967336809259048e-01,4.317544520017185805e-01,9.049501205581512997e-02,2.422738045864991085e-01,3.048144645260722485e-01,1.471730090834907634e-01,1.918497600978801843e-01,6.844186983427985593e-02,2.775424702900813889e-01,1.097003280400003639e-01,3.609815734917589669e-01,2.659541228825870740e-01,3.297907300625727012e-01,4.822689172900495591e-01,1.648323383767698880e-01,1.275516553967422084e-01,1.932916100793127256e-01,1.275051747255807610e-01,3.044344717684935309e-01,1.973647292121856467e-01,2.698141728431434627e-01,1.191120159623697272e-01,8.955384494390057348e-01,3.237507861958305311e-01,2.101115272177699056e-01,4.058974476817217569e-01,1.609043116530138595e-01,1.070040751004049523e-01,1.695003556132208822e-01,4.199177125273931277e-01,1.351555606234788320e-01,1.917925257591628352e-01,1.493259822641750112e-01,3.407894571518514382e-01,1.808999209666670716e-01,1.476730535255741383e-01,3.309127514852936991e-01,1.872303013059664623e-01,2.479115832984525591e-01,2.704403880998193510e-01,4.649438207492708197e-01,3.944695052561610349e-01,2.558867407849204634e-01,4.199117543220663440e-01,2.832800259993856207e-01
1.447474607323142870e-01,8.583956085703724204e-02,7.306038643257445342e-01,7.389618956695430396e-02,3.270538225825281864e-01,9.226579857378518212e-02,2.145345993472535240e-01,2.971233313331839154e-01,1.933625683410318541e-01,1.309763318069145643e-01,1.001094535106245853e-01,1.667132168552181715e-01,1.806468136008395065e-01,2.452677758605482650e-01,1.189901379441591356e-01,1.770664428087746212e-01,1.925270927261452936e-01,2.379796399061375467e-01,1.203286294370563836e-01,2.762114372662020090e-01,1.579882834773557732e-01,1.784268995807842262e-01,3.738909842055747057e-01,4.360877011781784107e-01,4.306867103002596231e-01,1.936581041480726906e-01,2.774738396803637652e-01,5.676284775785926939e-01,1.314498110375292572e-01,3.975627056294144812e-01,2.406046993978826765e-01,1.569446364652214432e-01,1.600343930867371423e-01,3.506668331095801339e-01,1.399942161163099108e-01,6.577335902499388265e-01,1.052927481825566836e-01,2.181721238758780046e-01,9.931167055812027689e-02,1.334914316270932599e-01,3.207303737758439022e-01,4.048651625106231555e-01,1.871808633587062620e-01,8.502951215271092877e-02,3.178646477413242244e-01,2.460919909903807878e-01,1.798689813626370981e-01,1.869021469408609082e-01,4.064871505809207752e-01,2.749037374364282638e-01,1.157559090483509662e-01,1.253618579334322969e-01,6.333603643939694772e-02,1.103860702142677036e-01,7.870015269737365426e-02,1.227036028907746157e-01,2.634496958441981396e-01,1.222136289443149781e-01,2.778379929068338638e-01,2.897319101028263955e-01,2.831521348609996047e-01,2.941869255725292343e-01,4.216017482835320296e-01,3.615667780550789745e-01,3.817884554957944321e-01,2.196849620593492036e-01,1.791423493035769754e-01,5.095467910032942527e-01,2.956914177635281971e-01,2.760245618255684485e-01,5.492061089720035039e-01,3.680402356980835843e-01,1.905498331427642189e-01,7.599612603957482670e-02,3.494507985634350833e-01
