6.934073514955356801e-03,5.399011314780522396e-03,1.789426815953834918e-02,1.650621744851851411e-02,4.600079372441497755e-02,2.004696643729033181e-02,1.022363131475841243e-02,5.807298896836775304e-02,1.489587902186177183e-02,2.424136171843519968e-02,1.784915112879334118e-02,2.494152595096537639e-01,1.801461985544225517e-03,6.692813407039447000e-03,1.050840565700221323e-02,5.587871588957329418e-03,5.223248144634792638e-03,1.687029674233565119e-02,2.486632220039766694e-02,1.161334383696375865e-02,2.421472523597638371e-02,5.186280172687659368e-02,6.317787750712378601e-03,3.612282565817961227e-02,5.364087782413709364e-03,2.141765794902973988e-02,1.044339913307773711e-02,3.506703575203037881e-02,4.303378256691470227e-03,1.680675462114184990e-02,2.142228951699131148e-02,4.525153936452831586e-03,1.154166066619477862e-02,9.746195683137521409e-03,6.678597545744366024e-03,6.170610173338963826e-03,2.511096813814518020e-02,2.775677203150491226e-02,2.247310479194554803e-02,1.548820451044597910e-02,1.047397911771542033e-02,1.656530467685200705e-03,8.323401431436682624e-03,5.707333891522051866e-02,1.423414816840518418e-02,1.428090089328054070e-02,3.481013768557209703e-02,3.768728185621324136e-03,1.790932805310909912e-02,9.397231730477236672e-03
3.753291265529868914e-01,2.238733600376263677e+00,3.008254952099619350e-01,3.423814854421911580e-01,6.878300701597622746e-01,4.862786372559435022e-01,5.658464360963848527e-01,3.574209896435801559e-01,3.977458956261990530e-01,1.778853115621560899e-01,8.986651072434654886e-01,4.518987218600200029e-01,4.044299923593593360e-01,3.616158107420378021e-01,3.927404867812274158e-01,4.791498597060624420e-01,7.494950059779628138e-01,8.908453911071019249e-01,2.164856849042493092e+00,8.981103037825682867e-01,6.418740746875374326e-01,7.170286579017991491e-01,1.219402490815060802e-01,5.126278605952934164e-01,2.998801108718872621e-01,3.088192134278748835e-01,2.659735818060559032e-01,2.463595605842871794e-01,3.754011776035727221e-01,3.454701108304106816e-01,8.024625028268074223e-01,9.451539579643252198e-01,3.503917502638905779e-01,2.043344319576882562e+00,1.235580056876091293e+00,3.594683080368772932e-01,3.140761679963656738e-01,7.851359522420520154e-01,4.258159722601811414e-01,9.436094302685948954e-01,1.189748362434184248e+00,2.891784028806871354e-01,1.147401000905189511e-01,3.880061740217491395e-01,5.391235278028336797e-01,3.820201168026841620e-01,6.243469384464447325e-01,1.394436779060706788e-01,5.473342651471817533e-01,2.045887591521421134e-01
6.118217420765216241e-01,3.383700315477705112e-01,4.453878596019955061e-01,6.994390743190909143e-01,4.614151803003331276e-01,6.501907896812511023e-01,4.141974850704610023e-01,3.528425542622235511e-01,5.996640373069045404e-01,2.709221130956891987e-01,6.749253630043507979e-01,3.346206085989876788e-01,3.372761178152634542e-01,2.556171114281592383e-01,6.980477600916199510e-01,3.687873820751918497e-01,2.007932743020761912e-01,3.298485669385195496e-01,6.058161615973519654e-01,2.825898772801179182e-01,6.706342751336331620e-01,2.611980628213995126e-01,3.004072558098254686e-01,7.089159920588469221e-01,1.085148206583103736e+00,5.188099459578043859e-01,7.953918048029879895e-01,2.786126219086266231e-01,5.872076587487126131e-01,7.323917002529320985e-01,1.315475418794747331e-01,2.542472309448244872e-01,6.083792247774360007e-01,6.427564216608598890e-01,1.511829015904523343e-01,6.247333625920687972e-01,9.203251891490513703e-01,2.395822281691214750e-01,2.532611489922753090e-01,6.648149788582595754e-01,4.204843172253323602e-01,6.144414105162785411e-01,2.521785335337222156e-01,6.531675141294719378e-01,4.185769675113755750e-01,2.158615672864750423e-01,4.685294182888322112e-01,2.733412753819369212e-01,2.900618530080163460e-01,4.026899898462485416e-01
6.291853866237375748e-01,2.782538389944593793e-01,5.898352131393380660e-01,2.795540306048394652e-01,1.130186702962439504e+00,3.053769239622698417e-01,5.142199729073381187e-01,1.213006295784842203e+00,4.439226620797338541e-01,3.033117104954163312e-01,3.504683013385547774e-01,4.830734880329026204e-01,5.858846870117315753e-01,2.933701645924747248e-01,2.404625646115683413e-01,2.876555462706428257e-01,3.332394934077370641e-01,3.363289656394380933e-01,2.495762398667559778e-01,3.208841787496790610e-01,2.924560307844950025e-01,3.162463760683743019e-01,3.974185650638157874e-01,5.346225541725294628e-01,3.151512224619195113e-01,4.451483737423398979e-01,4.727174056882350595e-01,9.873573090589723433e-01,8.024875316312500839e-01,3.954609507189381645e-01,3.940962057219929426e-01,2.883827900988659709e-01,3.883108291389895106e-01,4.681107736239828454e-01,4.751245800710479639e-01,5.597616592783408729e-01,4.469458435769221305e-01,3.422077948653433066e-01,5.978019801529214083e-01,4.775697876894990368e-01,2.413533743578552826e-01,3.056885316858458657e-01,3.888761093332240848e-01,4.450845743944881194e-01,3.714852125457920318e-01,2.412775382703572224e-01,2.714407850093362162e-01,3.587523453701262355e-01,8.385165669076629635e-01,3.374971215899718047e-01
3.053849320081252761e-01,4.149830870796396010e-01,3.742306955210649155e-01,4.173848812065362179e-01,2.376430696595213388e-01,5.025114995470514323e-01,3.988006990849503053e-01,4.291376760606921970e-01,3.580845759196645828e-01,3.944986813827999761e-01,5.157796760649782097e-01,4.296026246202238053e-01,3.615473972970219552e-01,4.348462006514500766e-01,3.095694764291663792e-01,3.585229849321188711e-01,4.467387442778852358e-01,7.189190256283425340e-01,4.576760873670850938e-01,2.879016172444749944e-01,3.985972040047746079e-01,4.128868252687064033e-01,4.136490141346971794e-01,9.330174996223339345e-01,3.876964011536989108e-01,3.392881422861713236e-01,3.998556070204296597e-01,4.247247031040309873e-01,3.741915155467223086e-01,2.920213395288842606e-01,4.080976119701306137e-01,3.671077516792978779e-01,2.758779171956378673e-01,3.698182292039077779e-01,3.934195898405565273e-01,4.308007104811655830e-01,3.647269999572701482e-01,3.816674730691237416e-01,4.498666088165227395e-01,7.115901093786691778e-01,2.914216605967153151e-01,3.691566769760101785e-01,3.563425852698625662e-01,4.632545027149372885e-01,4.904074040402864321e-01,3.998470531886981205e-01,4.700796577315309865e-01,3.213378812231119097e-01,3.704261610609561606e-01,6.691347251383361616e-01
3.244563067523849043e-01,3.544140661289926775e-01,4.132720886292868268e-01,4.766756543212370967e-01,6.442863747023395149e-01,3.308136172030684552e-01,3.980975978054373532e-01,2.496271656876196399e-01,3.002423876876167408e-01,4.606159957183857956e-01,4.381760551833341899e-01,4.549935498397462141e-01,6.810134807612431285e-01,3.534537905616456088e-01,4.232149728823222934e-01,3.376564281641455390e-01,5.066058433925066939e-01,3.878115907127722695e-01,4.712620636124239537e-01,3.411394342923506628e-01,3.687639364121312324e-01,6.908321033980392434e-01,3.768320561703602523e-01,4.771342624180854308e-01,5.920887958801775985e-01,4.228270791637399606e-01,3.925119900095470071e-01,3.971431748606182865e-01,3.510564850205776799e-01,3.760239607179025056e-01,4.551810345941332270e-01,4.763490407936082915e-01,4.340880557668060913e-01,9.493042308309284083e-01,3.429095525717057447e-01,3.496986259376924644e-01,3.995459692867274759e-01,2.837153175719389075e-01,4.024093921349892189e-01,3.259514267870139426e-01,4.599585671562710920e-01,4.386076310247821186e-01,4.366169945635257066e-01,4.856621922862225382e-01,3.840309775103800116e-01,6.611067168251472115e-01,3.710963246707671415e-01,3.080246970380419724e-01,4.261563506550005709e-01,4.058985202167290085e-01
4.235588098611907104e-01,3.704800776975634147e-01,4.969762063704784572e-01,4.117812819460325846e-01,4.380049121145563329e-01,5.272044919643251726e-01,4.410926499678621826e-01,4.591002535872340529e-01,4.324729508514906229e-01,5.077566374556607975e-01,4.428292722470119069e-01,4.009620771103898917e-01,5.145071109077972160e-01,4.281962382915935339e-01,3.804596435521523934e-01,5.803402590782693604e-01,5.164698595438839135e-01,3.660788439485155865e-01,4.671787486974285919e-01,4.727107080365567371e-01,4.626008154538389094e-01,3.834194154520868536e-01,4.031955399579564281e-01,4.876280905101079699e-01,4.430434351469911824e-01,4.223892406171662617e-01,4.653678827612656166e-01,4.513579589800422176e-01,3.995840363229457015e-01,4.895498546761570258e-01,5.149294480444360778e-01,4.939543633178848925e-01,3.798825411603629076e-01,4.588141357454574298e-01,3.325781480721393679e-01,5.859013798643721849e-01,4.323999171566427768e-01,4.716855447734002449e-01,4.841347666306984876e-01,4.225753023187195923e-01,4.622137052382754296e-01,4.294595467398204525e-01,5.978923954116874828e-01,4.672014809476169872e-01,4.868879749605244944e-01,3.936841615135168726e-01,4.678728295572759932e-01,5.244249927218598284e-01,3.543943853965988433e-01,4.107986659348562553e-01
5.712140124279340148e-01,3.578126439425943217e-01,4.974938366008106461e-01,5.426013856993616713e-01,3.988283780874105067e-01,4.595389006643037511e-01,5.462390323167438666e-01,5.051120882382568178e-01,4.420099385182483798e-01,4.015023331982266463e-01,4.584304128011680857e-01,4.119195232616498226e-01,4.638513461860301335e-01,4.718696570418328684e-01,4.733671335914114708e-01,4.437638767164991394e-01,4.469962755448769198e-01,5.654191404869957083e-01,4.909802290562887417e-01,4.682674243648995982e-01,4.709962397883419860e-01,5.065642951114520676e-01,4.687388960152891193e-01,4.207406568503004873e-01,5.503247849999154395e-01,4.110927115041352886e-01,4.772666346518516511e-01,4.742514873501244566e-01,3.973941381618200097e-01,5.294240840273671811e-01,4.439571076883623291e-01,5.943529219251058038e-01,5.425343469458366874e-01,4.045553199743815997e-01,6.151963579923093173e-01,4.733073307003201058e-01,4.982088875527687089e-01,4.676708726977932828e-01,4.904700080376802052e-01,4.950464192435278798e-01,4.926974519404485608e-01,5.151400170748896556e-01,4.769767777512309848e-01,4.588152574143699591e-01,5.091775841397385705e-01,4.691490863679480539e-01,5.391372156850469111e-01,4.859330221409233208e-01,4.019826209158432473e-01,4.093831683950183709e-01
4.528676236851650327e-01,4.043571550100376610e-01,5.213088193768048439e-01,5.139594176855468710e-01,5.202303490302352396e-01,5.106124332580012082e-01,4.419326571784769064e-01,4.441593980523442786e-01,5.421653156039993871e-01,4.814379847709364113e-01,4.325667897006962859e-01,5.180853802307640033e-01,5.045104913291812432e-01,5.483198607267085745e-01,5.131238101027365550e-01,5.494649323504585681e-01,4.437657178652542056e-01,4.455914154864847321e-01,5.482866267909128899e-01,4.980471496075460358e-01,5.998003462113420392e-01,6.112911940555328938e-01,4.635137042836720012e-01,5.417396803977081454e-01,4.849957379123741030e-01,5.192967945984530154e-01,4.910563641365869869e-01,5.102031420761808933e-01,4.275776208393100020e-01,5.419527007063212887e-01,6.058262586326924604e-01,5.468152125707977929e-01,5.253221704597370589e-01,4.362871303892325581e-01,6.148848999679810134e-01,4.647807030752041935e-01,5.922547698001400240e-01,6.175218078497105578e-01,4.824705471655658107e-01,5.538267827688044820e-01,5.452844709516091459e-01,4.598114979946336667e-01,5.634826254551391633e-01,5.014255879592900422e-01,5.349953318587489237e-01,5.408966083174870931e-01,5.121642399429835457e-01,4.618933962573047447e-01,5.135997936581718770e-01,5.065871522628925261e-01
6.248910719945389713e-01,5.373536482754183163e-01,5.283318360364342992e-01,6.025186387969685420e-01,6.338115318502025586e-01,5.243008313545576282e-01,4.847296631341511675e-01,4.873614529908441573e-01,5.346583819652648284e-01,5.987731293225680984e-01,5.193002565250943725e-01,5.635943315941912557e-01,5.116306783215459619e-01,5.711941037901487883e-01,5.486748595435920750e-01,4.777935325481204587e-01,5.429623328934026771e-01,5.938153831466788102e-01,5.733705628553370515e-01,5.028147910493223627e-01,4.607896424343983499e-01,4.822046919622581806e-01,5.386071197600269533e-01,5.901488872165873145e-01,5.545717521813123829e-01,5.196359874098392950e-01,6.006186974038096871e-01,5.676880205547915059e-01,4.748825320630369329e-01,5.443806965768088757e-01,6.484802495454239368e-01,5.392652318853026205e-01,4.920090277514415633e-01,4.417583836975140232e-01,4.898463254104739040e-01,6.022277029323692688e-01,6.205682216132411000e-01,5.012944155515749456e-01,5.731424117070107460e-01,6.815956219493752855e-01,5.532452616356322572e-01,5.016098178146015663e-01,5.989544863882160231e-01,5.880314352474510509e-01,4.841744600030601364e-01,4.520675567441314047e-01,5.120335930466645147e-01,5.163595114018854071e-01,4.788168915920191226e-01,5.302400721723772303e-01
