3.706407280792377657e-06,3.706395513586876014e-06,3.706386255400110841e-06,3.706404728580616516e-06,3.706421924782625101e-06,3.706408484299739192e-06,3.706424149208036408e-06,3.706394023346396473e-06,3.706397415116584598e-06,3.706420882022276479e-06,3.706402413943073315e-06,3.706417013488720629e-06,3.706419815550788874e-06,3.706412432023163798e-06,3.706399260034725874e-06,3.706394579153696800e-06,3.706414900455628810e-06,3.706415592740434291e-06,3.706411638043075721e-06,3.706416461601381209e-06
2.994864022243141280e-06,3.637982801664052567e-06,4.409089032560524773e-06,3.406633315352308068e-06,3.893354108487823888e-06,4.004073423313259217e-06,4.631958099516323775e-06,3.889926567297252805e-06,4.184807648413054711e-06,4.064991901630035170e-06,3.564038605671342914e-06,4.222367556540147039e-06,4.494523439919062851e-06,3.472529862827706523e-06,5.924582739806299298e-06,4.360888348625813900e-06,4.069403893867347329e-06,4.596491909661781055e-06,3.658049701310118816e-06,3.637591465898920039e-06
3.361810397040792752e-06,6.665452869506232620e-06,5.517702863854383107e-06,6.147662183126003944e-06,3.177766852032030467e-06,7.125566053305641260e-06,4.449678656641181508e-06,5.104055036757459979e-06,6.211127853914568418e-06,5.579991581177280393e-06,4.374557765465200246e-06,6.610684799325749069e-06,6.678051024046995785e-06,6.420825678516630569e-06,4.257146849177983095e-06,3.852861050071452254e-06,4.102711226215055289e-06,3.987440240423754066e-06,4.779634780172579899e-06,7.033546968813170046e-06
1.087182495435781586e-05,1.260616046185035092e-05,8.074014162879889809e-06,7.928859323508298914e-06,1.196258618514541163e-05,1.094739578979342791e-05,9.425295200610902765e-06,7.676368394423408278e-06,5.783590716271277316e-06,7.397771897110707783e-06,9.896683768174975864e-06,9.922184853194951893e-06,8.300718398554559276e-06,1.210175426073342677e-05,7.936091028149344810e-06,1.540385557673627049e-05,6.936052764977417293e-06,7.678499578812796934e-06,7.865622435274527492e-06,6.707540709127485995e-06
8.090983702293635488e-06,1.152705002468260449e-05,9.600594721932199406e-06,9.300292287400318145e-06,2.202273954210878925e-05,9.914684621839102316e-06,8.384906497884495657e-06,1.297319806603889418e-05,1.341804212069626491e-05,1.066388771486273841e-05,1.466998101053353386e-05,9.150602071360107266e-06,1.326844114472454950e-05,9.232895159986394490e-06,1.269263768808653263e-05,1.485381464169176254e-05,1.138577064324757230e-05,9.022064834257889030e-06,6.076715215935954904e-06,1.218466340958898111e-05
2.125713470984265269e-05,2.219743868131510080e-05,3.247603179915080178e-05,2.085836121495586755e-05,2.331575088302445241e-05,1.163722270758256177e-05,1.404813570503880305e-05,1.106872801334078198e-05,1.917633788770523921e-05,1.121852812944148893e-05,1.786231477912120490e-05,2.325943697931542577e-05,1.536319771115132285e-05,1.700049963318134462e-05,2.481980313549423693e-05,1.120092709473052866e-05,1.689208098550029193e-05,1.478555552319166330e-05,1.492744758629339955e-05,1.762172358008867479e-05
2.535512426777176281e-05,3.117700971911128831e-05,2.206879872171077950e-05,1.726412512983458369e-05,2.115362760632429396e-05,1.999477975700001580e-05,2.488139170231109073e-05,1.638095002584416218e-05,2.516786007589991592e-05,1.442784768194612036e-05,1.457344387498530494e-05,1.652808721834211512e-05,2.109069940813197865e-05,2.057320681877337811e-05,1.951397688363773445e-05,2.165611548080444444e-05,1.855310093608092498e-05,2.571140409079790358e-05,2.416961512640050156e-05,1.944281154672775945e-05
2.865506058158934894e-05,3.347148106226310258e-05,2.773996000347048638e-05,1.606796880910084179e-05,2.140528692221109041e-05,2.847711278384825855e-05,2.766801182362327421e-05,3.498382448570177118e-05,3.166974686943938635e-05,3.407825232840352753e-05,2.239638918627585146e-05,1.954763291021090527e-05,2.263317365046330364e-05,1.845562084862699008e-05,3.237906959727355127e-05,2.429009531518434381e-05,2.470057829888762545e-05,2.702303376538895484e-05,2.445676161594512315e-05,2.828814741542470655e-05
5.037334976232619836e-05,2.682017319761310231e-05,3.271545978377746520e-05,3.233707417999826347e-05,2.476758405783710648e-05,3.671352446047445141e-05,3.705719580099450550e-05,3.852195613299069939e-05,3.113556892747269112e-05,3.846583675153883095e-05,2.556260485867909373e-05,5.541846019650991105e-05,3.654870409737807435e-05,4.178417370347475233e-05,4.845766404060660712e-05,6.381882216362409180e-05,3.445557320323874764e-05,3.804977602628305001e-05,3.452349152612167190e-05,1.603263433831002028e-05
4.380123544461079148e-05,6.188068597035511435e-05,3.018294792682025982e-05,3.674072537612584131e-05,3.515287224754040868e-05,2.664192030159469134e-05,5.673726279989451928e-05,6.730600532676219317e-05,3.464026691710978006e-05,3.229384182755755698e-05,3.978440994269375435e-05,5.943979695540433685e-05,5.876958985419826709e-05,6.277337385734716975e-05,5.366525200266053524e-05,4.328682827836955518e-05,4.562857064937332662e-05,9.444948897876228276e-05,5.314570435564896096e-05,2.865561853060689975e-05
