7.587593346736683998e+03,2.135306611923934561e+00,1.113213813880764347e+00,1.157913228171738774e+04,1.035323045657201124e+00,1.215274870444773336e+00,1.013966391985380300e+00,9.724285487439823239e-01,2.566388310610307588e+00,7.560405109118428779e-01,1.521890556049781296e+00,1.134930665610953904e+00,9.887065454959895749e-01,1.164112397332676796e+00,2.232593941547154515e+00,1.425047252171578016e+00,3.634949086203933257e+04,2.404576305490517188e+04,1.732938812714273302e+00,1.374932886888342728e+04
2.415660937475703207e+00,1.082530125781500541e+00,2.316703467706663844e+01,1.233942795196756981e+00,1.718085829093880602e+04,1.290495931500125426e+00,4.819654474306117820e+00,1.055681974880757101e+00,1.506571225012907522e+00,2.617283180990648273e+00,6.499178090224405402e+00,2.076428929852982037e+04,1.377444277222902080e+00,1.113127137253442589e+00,1.517417509924696484e+00,1.354758513064707586e+04,9.670042468190485074e-01,5.672009623080690289e+03,2.326145158039408134e+00,1.195182273039810728e+00
1.101901814350874087e+00,8.744762417790904463e-01,1.080870880079065621e+00,5.274563559539930502e+00,2.344455655103488301e+00,7.343093642244642751e+02,1.211927681938806955e+00,1.518468112654930646e+00,1.421591293926340040e+04,1.981554921243433354e+00,2.405578015586518514e+00,4.670827776148687605e+00,6.096216938707981899e+04,1.983296512097886443e+04,1.406176426332980567e+00,1.010805639830422820e+00,4.020623332464003141e+01,1.178211297409301750e+00,1.272725755170625694e+00,4.286990116321243605e+00
2.397578764545987617e+00,1.058790167204305544e+04,1.056539865162895442e+00,2.643914790148232896e+03,2.922070581211604349e+03,5.090640172043561506e+03,2.761456947913518700e+00,3.121398796223900707e+00,5.273689192600032584e+03,2.041279498970766144e+04,1.395260956242888278e+04,5.087336045739535621e+03,1.200669541252913808e+00,3.854900892849268068e+00,1.470993074474630680e+00,3.481931816175514616e+00,1.732178737710225278e+03,9.972482781393272600e-01,1.943179528040451260e+04,1.875608760030691879e+00
1.730499648573933902e+00,1.659503345162708143e+01,2.438335692298598811e+00,7.842365298461466409e+03,2.215640044042203226e+04,1.336715171269041269e+00,2.744547179339361165e+01,2.674006183473911946e+00,1.279661550041476747e+00,3.143659183105602551e+03,4.615535903423015043e+03,1.013766218567324184e+00,2.993951330452108817e+00,2.975665916517168164e+00,6.524543958231795841e+03,1.255200118010617594e+00,1.949218118747020112e+00,5.121080579739716086e+03,8.357121981889671360e+02,3.230471427501819107e+03
1.040634666862307878e+00,2.625541555458297260e+00,2.687198993787593281e+04,1.129094239118715990e+02,1.139006085965286184e+04,5.381912687493730118e+03,1.395691356818037576e+00,1.094181203849379225e+00,1.267784821713480170e+00,6.604886226318597437e+03,2.932059044914632977e+03,1.082503060571434306e+00,1.168431456209666264e+00,1.888919604471034836e+04,1.624721728611576710e+00,1.478033593117532574e+00,2.928896923617618331e+00,6.292630501696079591e+03,1.349848618806088751e+00,1.003935908498325036e+00
1.256045229812623454e+00,5.292851032520839908e+03,1.190966799574565860e+00,1.047193596655203729e+00,9.356441315502826910e+03,8.761139689811795472e-01,1.138979039921907743e+00,1.089566002629873021e+00,1.086224509566654524e+04,1.341324617316341339e+00,2.404433992859398295e+00,1.306992647406642005e+00,2.527290802381249257e+00,3.096546875411885669e+00,6.724740037254200615e+03,1.921447744022516613e+00,2.478785680264118491e+04,1.286986898438117644e+00,3.671852220395649056e+03,1.377372903820794026e+00
1.133953274599193537e+04,3.841802087041079358e+04,2.445319789651907882e+00,1.468767381564470842e+00,6.040696632898766438e+03,2.417695964526946018e+00,9.531907918833949225e+03,1.851701825397106704e+00,5.702137834927098083e+03,3.213551983456240578e+03,3.765654485068264876e+03,1.081330620855169844e+00,2.631174187405853626e+00,1.857499030849243127e+03,2.170950599919033408e+01,1.810018616487464982e+00,1.002122950127375225e+04,6.622845241172627539e+03,1.366922566857725840e+00,1.114090574409555501e+00
1.893223819375800865e+00,2.881125641786876201e+01,9.930941202777429089e-01,5.022438603381487155e+03,1.879196512165321664e+01,2.684612791033812940e+01,1.348560775479159979e+00,9.964105344253595398e-01,4.227968270378592570e+04,1.077802522253510809e+00,5.897772744134751520e+03,5.730110290796271329e+03,2.898074848196284137e+00,1.547284247209354362e+04,1.215489569312429019e+01,2.359761119222571506e+04,2.614041136365710560e+00,7.545794011522677465e+03,2.014956502264105211e+03,9.893297919250514383e-01
4.563568065979739963e+00,1.435564510831573770e+00,1.568435884412981762e+00,9.569926036795927127e-01,1.061791633908747201e+00,3.123598173165992975e+00,1.742774898115311953e+04,1.450978530393996602e+00,1.138057370179104799e+00,3.683114560009269844e+00,1.966173376945338225e+00,1.037966163521945040e+00,9.100387026577176908e-01,1.512197525192514380e+00,1.053501042405631472e+00,8.477374461498960954e+03,1.305680798522615760e+00,6.401638314527356670e+03,1.091315589252293883e+00,6.578677377704982973e+03
