1.004695178054160337e-01,7.725327625498511195e-06,3.297538183575889547e-05,4.363655672742426661e-02,4.002266891951653437e-06,1.704410319613833250e-05,5.827306207210570119e-06,1.331411933374528806e-05,1.497733472582952840e-05,1.144931412281708779e-05,4.423222403055680042e-06,9.754774360887051368e-06,1.047803060493360982e-05,1.933996967801690151e-06,2.166304166164940680e-05,5.850561077838230252e-06,9.136780204368068203e-02,1.004544570650498514e-01,6.524288196971185430e-06,4.854315545154855999e-02
4.593685513909707480e-05,1.974465303519173779e-05,2.967087316572602422e-04,5.633999698816465369e-06,9.947573440414653190e-02,7.016481136557456779e-06,1.145749848867720158e-05,2.757032522674865763e-05,1.249479146756842080e-05,1.439110551553887722e-05,2.466977627237039312e-05,1.013894789481092767e-01,7.800278567725217282e-06,1.613189237272417203e-05,1.294042061898202528e-05,9.953480583282521554e-02,2.380510606554210153e-05,9.959581735905818911e-02,2.742173254863079166e-05,8.407706954566938223e-06
5.698951514083317622e-06,4.353841220250899880e-05,5.759389382080653729e-06,3.107759027550019833e-05,9.568017285486339678e-06,1.083759168489372218e-02,1.727219565054767677e-05,1.009036702869391080e-05,1.013081220610532462e-01,2.933962103919590775e-05,9.814806572801691430e-06,1.359036617391323927e-04,1.023775907199294816e-01,9.987113313232200140e-02,1.773035530947152300e-05,6.123404435033715929e-06,1.091926968452143926e-04,8.170054308778375616e-06,1.300173791095478575e-05,1.822330935290888807e-05
1.309035248560596014e-05,9.867054207717482206e-02,2.189991220968372403e-05,9.924369871805760468e-02,1.584739676130734326e-02,8.996847406448590934e-02,2.579488693030489285e-05,1.961500323907439811e-05,1.018036110764109631e-01,9.938041660919390285e-02,1.018964632253173130e-01,9.926685599720022624e-02,1.030815484525973782e-05,4.732983320281297158e-05,1.206879573587148240e-05,6.379654312250530022e-05,1.599632978788472631e-02,1.534670872658657165e-05,1.011365584214990315e-01,1.233808103819557791e-05
7.972462411652070976e-06,6.545167591427978107e-05,2.973280876123500768e-05,9.966305794736392276e-02,9.999664055086918135e-02,1.533237777062588576e-05,4.124969359970884187e-04,8.214876694937311687e-06,1.504446273319620580e-05,9.904005931812065455e-02,1.036748352885434876e-01,1.506846443453288555e-05,1.855538509172909850e-05,1.247580446134667707e-05,1.040601998609003431e-01,1.467233201916006922e-05,7.990558865457695481e-06,9.845096833498987940e-03,6.559170235856154503e-03,1.043005359847230945e-01
8.317443119451290270e-06,3.158269514318580841e-05,1.008326917729716055e-01,6.563434208360018843e-04,1.007242899498730498e-01,8.604803675093859738e-02,3.396131844532804347e-06,1.072466193122523460e-05,1.650532304550889382e-05,1.016146464010341810e-01,1.014912140560768061e-01,3.754444642227002234e-06,1.053874608207781827e-05,9.965186028426475939e-02,2.021507143252112806e-05,1.116931600663984422e-05,2.646053938878162624e-05,9.954190061415851831e-02,1.793256528417134366e-05,8.898126254865201945e-06
9.709895675785460079e-06,1.009114363258943187e-01,1.620248148930010924e-05,9.374437571133386940e-06,1.006886567750681638e-01,4.132917628684017744e-05,4.465962205592167623e-06,3.877777197616592608e-05,1.014055499618151945e-01,3.593993408552602215e-06,1.285557673814354360e-05,1.036763723808726497e-05,1.247482800329642132e-05,4.792734819571303637e-05,9.889861097331631434e-02,1.058884220449651414e-05,1.008860420411260422e-01,8.013289417918276935e-06,9.861125660048541963e-02,5.324641321799111304e-06
1.003543222653518335e-01,9.815552029017191038e-02,3.020805769509699040e-05,4.093356773165552015e-06,1.003073412197432734e-01,2.857520249737923663e-05,9.994590933622750362e-02,1.475562959514737411e-05,1.008386932612876791e-01,1.035800745573967341e-01,7.712385759600440260e-02,9.494400570060264964e-06,1.069207885973132841e-05,9.750566379361608194e-02,1.108534558587105927e-04,1.456641270333232153e-05,5.876444407181220103e-02,9.821861781408433578e-02,1.448585663477023216e-05,3.298504864049072046e-05
1.497085425112649532e-05,3.848945738049859935e-04,1.135868020632990469e-05,1.000134718279357265e-01,6.180691831527378296e-05,1.150696782159563153e-04,1.927507118977978012e-05,1.612540659795101632e-05,1.009879746232465736e-01,5.443079668160249283e-06,1.018237761643280143e-01,1.007331920561436722e-01,1.370125775345972455e-05,4.628245725193585319e-02,1.046963668190976140e-04,1.000031772617672593e-01,4.461462275203771253e-05,9.856942262855063197e-02,1.039684504552919747e-01,8.895179361761630817e-06
1.281076463892367510e-05,1.029379496728902678e-05,3.015657398284496459e-05,1.475869152827738509e-05,1.705296436329120700e-05,1.967578288190917953e-05,1.020906031863765967e-01,4.211405294030068788e-06,4.812825635404169045e-05,2.551247240247184875e-05,2.751261488541217588e-05,8.180758479933482330e-06,2.079292627228576776e-05,1.923296472398939246e-05,1.920683520082966481e-05,1.013274258415427509e-01,7.933032750762652910e-06,9.163577934666483626e-02,9.529705225892268956e-06,1.002261080150217976e-01
